country;year;renewable;primary;;
HTI;2001;0.51783;2.05;;
HTI;2002;0.60984;2.31;;
HTI;2003;0.568542;2.22;;
HTI;2004;0.564027;2.29;;
HTI;2005;0.861366;3.41;;
HTI;2006;0.906984;3.51;;
HTI;2007;0.933281;3.67;;
HTI;2008;0.855228;3.72;;
HTI;2009;0.879228;3.78;;
HTI;2010;0.9386;3.8;;
HTI;2011;0.968352;3.93;;
HTI;2012;0.959706;4.07;;
HTI;2013;0.96309;4.1;;
HTI;2014;0.94122;4.15;;
HTI;2015;0;4.27;;
HKG;1990;5.653858;8.62;;
HKG;1991;5.738586;8.94;;
HKG;1992;6.994332;10.62;;
HKG;1993;6.97086;10.53;;
HKG;1994;8.283959;10.63;;
HKG;1995;7.262622;10.59;;
HKG;1996;8.026272;10.44;;
HKG;1997;8.131396;10.04;;
HKG;1998;10.83108;13.1;;
HKG;1999;13.019914;16.07;;
HKG;2000;9.59454;13.59;;
HKG;2001;9.551997;14.17;;
HKG;2002;9.44696;13.15;;
HKG;2003;8.683896;13.52;;
HKG;2004;8.15848;12.7;;
HKG;2005;7.966866;12.57;;
HKG;2006;9.080225;13.25;;
HKG;2007;8.797472;14.24;;
HKG;2008;8.616112;13.96;;
HKG;2009;8.415901;14.69;;
HKG;2010;7.726284;13.67;;
HKG;2011;9.344556;14.76;;
HKG;2012;8.333544;14.26;;
HKG;2013;8.128665;13.95;;
HKG;2014;8.429448;14.16;;
HKG;2015;8.367336;13.89;;
IND;1990;0;305.71;;
IND;1991;129.474315;318.51;;
IND;1992;133.743765;330.15;;
IND;1993;139.07377;338.05;;
IND;1994;146.37951;351.03;;
IND;1995;158.24256;371.2;;
IND;1996;155.357616;382.56;;
IND;1997;168.204246;397.74;;
IND;1998;169.265568;407.28;;
IND;1999;156.107424;430.76;;
IND;2000;173.75869;440.9;;
IND;2001;189.576558;447.22;;
IND;2002;200.490474;460.58;;
IND;2003;217.789498;471.61;;
IND;2004;216.61087;496.7;;
IND;2005;271.190464;516.16;;
IND;2006;288.373024;543.28;;
IND;2007;299.04358;573.98;;
IND;2008;304.898923;602.21;;
IND;2009;339.099273;663.21;;
IND;2010;359.78118;693.22;;
IND;2011;378.880152;722.64;;
IND;2012;392.83566;758.37;;
IND;2013;404.333496;776.37;;
IND;2014;419.126187;826.19;;
IND;2015;425.224548;851.13;;
IDN;1990;51.958955;98.65;;
IDN;1991;0;103.48;;
IDN;1992;81.668377;107.87;;
IDN;1993;90.009256;118.48;;
IDN;1994;84.88692;118.64;;
IDN;1995;93.282965;130.85;;
IDN;1996;97.2252;135.6;;
IDN;1997;104.818185;140.15;;
IDN;1998;94.084867;137.09;;
IDN;1999;99.493008;143.61;;
IDN;2000;109.024264;155.66;;
IDN;2001;96.606342;159.18;;
IDN;2002;106.306668;164.97;;
IDN;2003;111.11466;165.3;;
IDN;2004;112.84488;176.1;;
IDN;2005;123.977084;179.08;;
IDN;2006;139.871655;183.15;;
IDN;2007;138.163818;182.13;;
IDN;2008;147.58912;185.6;;
IDN;2009;153.22784;200.56;;
IDN;2010;159.839518;210.62;;
IDN;2011;157.535391;202.67;;
IDN;2012;162.342302;210.67;;
IDN;2013;171.465393;215.49;;
IDN;2014;170.014116;224.53;;
IDN;2015;166.450896;225.36;;
IRN;1990;51.345798;69.33;;
IRN;1991;56.29995;76.86;;
IRN;1992;0;80.9;;
IRN;1993;11.211057;87.11;;
IRN;1994;20.16195;96.7;;
IRN;1995;19.209658;101.21;;
IRN;1996;18.910931;97.63;;
IRN;1997;21.130884;109.26;;
IRN;1998;21.975825;111.27;;
IRN;1999;29.926762;126.22;;
IRN;2000;23.939692;123.02;;
IRN;2001;25.426035;133.47;;
IRN;2002;27.77566;138.05;;
IRN;2003;26.493819;142.67;;
IRN;2004;30.604553;155.59;;
IRN;2005;29.923711;172.67;;
IRN;2006;31.5805;180.46;;
IRN;2007;36.717762;190.94;;
IRN;2008;38.939186;204.62;;
IRN;2009;36.495901;204.23;;
IRN;2010;31.154225;204.29;;
IRN;2011;34.58112;208.32;;
IRN;2012;41.724375;216.75;;
IRN;2013;48.591303;220.97;;
IRN;2014;44.11176;237.16;;
IRN;2015;47.920978;236.53;;
ISR;1990;2.827355;11.47;;
ISR;1991;2.86925;11.5;;
ISR;1992;3.085548;13.22;;
ISR;1993;0;13.86;;
ISR;1994;5.662218;14.78;;
ISR;1995;6.284652;15.51;;
ISR;1996;7.182564;15.94;;
ISR;1997;6.451678;16.81;;
ISR;1998;6.404391;17.23;;
ISR;1999;5.223855;16.77;;
ISR;2000;6.023192;18.23;;
ISR;2001;5.95254;19.14;;
ISR;2002;5.332635;18.81;;
ISR;2003;5.824296;19.73;;
ISR;2004;5.59011;19.21;;
ISR;2005;5.581788;18.44;;
ISR;2006;5.564321;20.33;;
ISR;2007;5.146313;20.81;;
ISR;2008;5.616872;22.87;;
ISR;2009;4.080447;21.51;;
ISR;2010;3.657063;23.19;;
ISR;2011;3.475628;23.14;;
ISR;2012;3.066222;23.46;;
ISR;2013;2.847701;22.37;;
ISR;2014;2.171752;21.46;;
ISR;2015;2.84952;22.98;;
KAZ;1990;9.21063;73.45;;
KAZ;1991;9.361255;74.95;;
KAZ;1992;11.242584;78.84;;
KAZ;1993;9.28523;65.62;;
KAZ;1994;0;58.14;;
KAZ;1995;0.23508;52.24;;
KAZ;1996;0.1814;45.35;;
KAZ;1997;0.138215;39.49;;
KAZ;1998;0.125888;39.34;;
KAZ;1999;0.258624;35.92;;
KAZ;2000;0.938384;35.68;;
KAZ;2001;0.832414;34.54;;
KAZ;2002;0.957734;39.74;;
KAZ;2003;0.99992;43.1;;
KAZ;2004;1.173249;50.79;;
KAZ;2005;1.088832;50.88;;
KAZ;2006;1.320745;61.43;;
KAZ;2007;1.467198;66.09;;
KAZ;2008;1.515962;69.86;;
KAZ;2009;1.535974;63.47;;
KAZ;2010;1.672704;69.12;;
KAZ;2011;1.871628;77.34;;
KAZ;2012;2.2161;73.87;;
KAZ;2013;2.992518;81.54;;
KAZ;2014;3.036132;76.67;;
KAZ;2015;3.373488;78.09;;
LVA;1990;0.40239;7.89;;
LVA;1991;0.431102;7.42;;
LVA;1992;0.42534;6.12;;
LVA;1993;0.354288;5.28;;
LVA;1994;0.346779;4.77;;
LVA;1995;0;4.6;;
LVA;1996;0.312332;4.52;;
LVA;1997;0.314973;4.43;;
LVA;1998;0.343369;4.33;;
LVA;1999;0.33233;3.98;;
LVA;2000;0.358871;3.83;;
LVA;2001;0.416754;4.11;;
LVA;2002;0.440781;4.07;;
LVA;2003;0.445824;4.32;;
LVA;2004;0.482184;4.44;;
LVA;2005;0.463419;4.53;;
LVA;2006;0.447895;4.69;;
LVA;2007;0.45264;4.8;;
LVA;2008;0.453492;4.59;;
LVA;2009;0.44704;4.4;;
LVA;2010;0.46453;4.51;;
LVA;2011;0.433668;4.26;;
LVA;2012;0.438022;4.42;;
LVA;2013;0.521234;4.34;;
LVA;2014;0.489118;4.34;;
LVA;2015;0.584046;4.26;;
LTU;1990;2.415424;16.06;;
LTU;1991;3.398065;17.05;;
LTU;1992;2.15441;11.02;;
LTU;1993;2.36782;9.1;;
LTU;1994;1.872472;8.12;;
LTU;1995;2.180984;8.71;;
LTU;1996;0;9.4;;
LTU;1997;7.90676;8.9;;
LTU;1998;8.53281;9.35;;
LTU;1999;7.402004;7.96;;
LTU;2000;6.67368;7.13;;
LTU;2001;7.949628;8.28;;
LTU;2002;8.458642;8.86;;
LTU;2003;8.7986;9.25;;
LTU;2004;8.982474;9.39;;
LTU;2005;8.503965;8.85;;
LTU;2006;8.490664;8.72;;
LTU;2007;9.34175;9.46;;
LTU;2008;9.431464;9.52;;
LTU;2009;8.67678;8.76;;
LTU;2010;6.95976;7.05;;
LTU;2011;7.209853;7.31;;
LTU;2012;7.255278;7.38;;
LTU;2013;6.828509;6.97;;
LTU;2014;6.8432;7;;
LTU;2015;7.018562;7.22;;
MKD;1990;2.420728;2.48;;
MKD;1991;2.363175;2.43;;
MKD;1992;2.60172;2.7;;
MKD;1993;2.685238;2.77;;
MKD;1994;2.362308;2.47;;
MKD;1995;2.358;2.5;;
MKD;1996;2.861205;2.95;;
MKD;1997;0;2.69;;
MKD;1998;0.67915;2.89;;
MKD;1999;0.644438;2.71;;
MKD;2000;0.565506;2.67;;
MKD;2001;0.48762;2.58;;
MKD;2002;0.414161;2.53;;
MKD;2003;0.419058;2.79;;
MKD;2004;0.395175;2.75;;
MKD;2005;0.363945;2.85;;
MKD;2006;0.4158;2.97;;
MKD;2007;0.435512;3.08;;
MKD;2008;0.397632;3.04;;
MKD;2009;0.364908;2.82;;
MKD;2010;0.362194;2.87;;
MKD;2011;0.444938;3.14;;
MKD;2012;0.470028;2.99;;
MKD;2013;0.408298;2.77;;
MKD;2014;0.383594;2.69;;
MKD;2015;0.37118;2.68;;
MYS;1990;2.955782;21.83;;
MYS;1991;3.752742;26.94;;
MYS;1992;3.96495;29.7;;
MYS;1993;4.149904;32.12;;
MYS;1994;4.233375;31.95;;
MYS;1995;5.109446;34.57;;
MYS;1996;5.251725;38.25;;
MYS;1997;5.346852;44.52;;
MYS;1998;0;42.32;;
MYS;1999;9.341373;42.87;;
MYS;2000;10.438015;48.89;;
MYS;2001;9.255072;50.88;;
MYS;2002;10.686288;52.59;;
MYS;2003;11.050235;56.35;;
MYS;2004;9.62934;60.6;;
MYS;2005;10.904607;65.73;;
MYS;2006;9.417825;66.09;;
MYS;2007;10.877211;72.37;;
MYS;2008;12.72433;75.65;;
MYS;2009;11.421732;71.88;;
MYS;2010;10.361256;73.38;;
MYS;2011;11.103052;76.52;;
MYS;2012;10.729108;77.86;;
MYS;2013;12.73245;87.81;;
MYS;2014;12.14538;89.7;;
MYS;2015;11.694132;85.86;;
MLT;1990;0.094806;0.69;;
MLT;1991;0.110148;0.67;;
MLT;1992;0.080322;0.66;;
MLT;1993;0.09792;0.85;;
MLT;1994;0.099099;0.77;;
MLT;1995;0.097838;0.71;;
MLT;1996;0.08974;0.7;;
MLT;1997;0.098592;0.78;;
MLT;1998;0.091908;0.69;;
MLT;1999;0;0.75;;
MLT;2000;0.040324;0.68;;
MLT;2001;0.048269;0.79;;
MLT;2002;0.043435;0.73;;
MLT;2003;0.050132;0.83;;
MLT;2004;0.054946;0.83;;
MLT;2005;0.054384;0.88;;
MLT;2006;0.049136;0.83;;
MLT;2007;0.051392;0.88;;
MLT;2008;0.04662;0.84;;
MLT;2009;0.046644;0.78;;
MLT;2010;0.05166;0.84;;
MLT;2011;0.048306;0.83;;
MLT;2012;0.046376;0.88;;
MLT;2013;0.039963;0.77;;
MLT;2014;0.036498;0.77;;
MLT;2015;0.026624;0.64;;
MDA;1990;0.398567;9.89;;
MDA;1991;0.342375;8.25;;
MDA;1992;0.26989;6.85;;
MDA;1993;0.22631;6.1;;
MDA;1994;0.196983;5.09;;
MDA;1995;0.177;4.72;;
MDA;1996;0.14904;4.05;;
MDA;1997;0.147834;3.87;;
MDA;1998;0.135303;3.57;;
MDA;1999;0.119496;3.12;;
MDA;2000;0;2.88;;
MDA;2001;2.09108;3.05;;
MDA;2002;1.96168;3.1;;
MDA;2003;2.07312;3.36;;
MDA;2004;1.965132;3.38;;
MDA;2005;1.9432;3.5;;
MDA;2006;1.840575;3.45;;
MDA;2007;1.909152;3.36;;
MDA;2008;1.741142;3.34;;
MDA;2009;1.611942;3.18;;
MDA;2010;1.85679;3.51;;
MDA;2011;1.847475;3.45;;
MDA;2012;1.886472;3.42;;
MDA;2013;1.688807;3.07;;
MDA;2014;1.79322;3.3;;
MDA;2015;1.849536;3.38;;
MOZ;1990;3.277904;5.92;;
MOZ;1991;3.281319;5.89;;
MOZ;1992;3.078729;5.97;;
MOZ;1993;3.36777;6.09;;
MOZ;1994;3.25827;6.15;;
MOZ;1995;3.423856;6.28;;
MOZ;1996;3.44384;6.4;;
MOZ;1997;3.384624;6.59;;
MOZ;1998;3.442554;6.66;;
MOZ;1999;3.446604;6.79;;
MOZ;2000;3.444468;7.17;;
MOZ;2001;0;7.55;;
MOZ;2002;0;7.65;;
MOZ;2003;0;8.06;;
MOZ;2004;6.749568;8.37;;
MOZ;2005;6.522018;8.49;;
MOZ;2006;6.508678;8.74;;
MOZ;2007;6.676752;9.12;;
MOZ;2008;6.700877;9.29;;
MOZ;2009;7.218432;9.64;;
MOZ;2010;7.09152;9.96;;
MOZ;2011;7.326592;10.36;;
MOZ;2012;7.567515;10.55;;
MOZ;2013;7.829159;10.93;;
MOZ;2014;8.51466;11.64;;
MOZ;2015;9.107735;12.95;;
NGA;1990;43.026876;66.42;;
NGA;1991;45.657199;69.61;;
NGA;1992;53.647704;72.36;;
NGA;1993;54.345984;73.52;;
NGA;1994;58.014308;71.72;;
NGA;1995;57.323451;73.69;;
NGA;1996;60.242244;76.82;;
NGA;1997;62.050716;79.43;;
NGA;1998;61.944762;79.97;;
NGA;1999;64.151835;82.83;;
NGA;2000;66.311028;86.04;;
NGA;2001;69.47146;90.34;;
NGA;2002;0;93.23;;
NGA;2003;1.8912;98.5;;
NGA;2004;2.076445;101.29;;
NGA;2005;3.47358;105.26;;
NGA;2006;4.013226;106.17;;
NGA;2007;6.001632;109.92;;
NGA;2008;7.311428;113.18;;
NGA;2009;11.815296;111.36;;
NGA;2010;12.88263;119.95;;
NGA;2011;12.5631;126.9;;
NGA;2012;14.41908;133.51;;
NGA;2013;14.57376;133.95;;
NGA;2014;14.788144;134.56;;
NGA;2015;16.208731;139.37;;
PAK;1990;4.75761;42.9;;
PAK;1991;4.966471;43.99;;
PAK;1992;5.290494;46.86;;
PAK;1993;5.140656;49.24;;
PAK;1994;5.418182;51.26;;
PAK;1995;6.301658;53.54;;
PAK;1996;8.242908;55.96;;
PAK;1997;8.646225;57.45;;
PAK;1998;8.69319;58.54;;
PAK;1999;9.64548;61.83;;
PAK;2000;8.873744;63.52;;
PAK;2001;9.26364;64.6;;
PAK;2002;10.910253;65.37;;
PAK;2003;11.989968;68.28;;
PAK;2004;70.58211;73.18;;
PAK;2005;73.3194;75.9;;
PAK;2006;77.318384;79.09;;
PAK;2007;81.202374;83.49;;
PAK;2008;79.528085;82.03;;
PAK;2009;80.46945;83.25;;
PAK;2010;81.447209;84.41;;
PAK;2011;82.302528;85.12;;
PAK;2012;83.261871;86.13;;
PAK;2013;85.35114;88.2;;
PAK;2014;88.8444;92;;
PAK;2015;90.031517;93.91;;
PRY;1990;2.941367;3.07;;
PRY;1991;3.03052;3.17;;
PRY;1992;3.018748;3.16;;
PRY;1993;3.145848;3.28;;
PRY;1994;3.437425;3.59;;
PRY;1995;3.747255;3.93;;
PRY;1996;3.82302;4.02;;
PRY;1997;4.158055;4.37;;
PRY;1998;4.112602;4.31;;
PRY;1999;3.923817;4.11;;
PRY;2000;3.66135;3.85;;
PRY;2001;3.700088;3.92;;
PRY;2002;3.640651;3.89;;
PRY;2003;3.709568;3.97;;
PRY;2004;0;4;;
PRY;2005;2.692404;3.96;;
PRY;2006;2.77848;4.08;;
PRY;2007;2.771496;4.23;;
PRY;2008;2.801532;4.43;;
PRY;2009;3.216187;4.49;;
PRY;2010;3.241459;4.81;;
PRY;2011;3.195912;4.88;;
PRY;2012;3.288;5;;
PRY;2013;3.123068;4.94;;
PRY;2014;3.435465;5.17;;
PRY;2015;3.655537;5.41;;
PER;1990;6.306986;9.73;;
PER;1991;6.86836;9.55;;
PER;1992;7.099418;9.29;;
PER;1993;7.832864;9.91;;
PER;1994;8.176974;10.27;;
PER;1995;8.91861;10.97;;
PER;1996;9.24227;11.3;;
PER;1997;9.068166;10.94;;
PER;1998;9.614303;11.51;;
PER;1999;9.940408;12.26;;
PER;2000;9.008584;12.22;;
PER;2001;8.16088;11.8;;
PER;2002;9.203998;11.87;;
PER;2003;8.872008;11.64;;
PER;2004;9.868716;12.87;;
PER;2005;0;13.64;;
PER;2006;1.18455;13.25;;
PER;2007;1.525776;14.34;;
PER;2008;2.141696;15.04;;
PER;2009;3.31748;15.76;;
PER;2010;3.636486;19.53;;
PER;2011;6.285801;20.89;;
PER;2012;8.77908;22.35;;
PER;2013;8.96883;22.62;;
PER;2014;9.774864;23.76;;
PER;2015;10.857932;24.61;;
PHL;1990;11.558646;28.71;;
PHL;1991;12.620534;28.67;;
PHL;1992;14.571414;29.97;;
PHL;1993;13.46552;29.95;;
PHL;1994;13.561234;32.09;;
PHL;1995;10.593662;33.62;;
PHL;1996;9.679968;34.77;;
PHL;1997;10.911138;36.59;;
PHL;1998;12.631575;37.65;;
PHL;1999;13.27284;38.64;;
PHL;2000;15.504123;39.99;;
PHL;2001;10.847557;38.29;;
PHL;2002;9.834454;38.81;;
PHL;2003;12.058209;38.91;;
PHL;2004;10.58967;38.79;;
PHL;2005;9.592065;38.85;;
PHL;2006;0;38.57;;
PHL;2007;32.0795;38.65;;
PHL;2008;33.97317;40.11;;
PHL;2009;32.564613;38.19;;
PHL;2010;33.8148;40.4;;
PHL;2011;33.727631;40.67;;
PHL;2012;35.106025;43.25;;
PHL;2013;36.203757;44.79;;
PHL;2014;37.851316;47.78;;
PHL;2015;38.1738;52.15;;
ROU;1990;45.7164;62.25;;
ROU;1991;36.4443;51.33;;
ROU;1992;31.64148;46.8;;
ROU;1993;28.843764;45.61;;
ROU;1994;26.99505;43.02;;
ROU;1995;29.244543;46.59;;
ROU;1996;29.653208;47.72;;
ROU;1997;25.644432;44.88;;
ROU;1998;22.153392;41.04;;
ROU;1999;20.41438;36.26;;
ROU;2000;19.477248;36.23;;
ROU;2001;18.505732;36.82;;
ROU;2002;20.172246;38.14;;
ROU;2003;19.144379;39.53;;
ROU;2004;17.99085;38.69;;
ROU;2005;18.88312;38.6;;
ROU;2006;16.970506;39.94;;
ROU;2007;0;39.76;;
ROU;2008;28.581868;39.62;;
ROU;2009;24.911296;34.88;;
ROU;2010;24.223245;35.03;;
ROU;2011;24.5051;35.8;;
ROU;2012;22.508348;34.94;;
ROU;2013;20.195937;31.89;;
ROU;2014;19.677581;31.57;;
ROU;2015;19.745908;31.91;;
RUS;1990;508.511928;879.17;;
RUS;1991;522.753111;871.11;;
RUS;1992;466.09177;795.65;;
RUS;1993;428.473072;751.18;;
RUS;1994;368.94312;656.95;;
RUS;1995;369.060208;636.64;;
RUS;1996;362.227243;630.07;;
RUS;1997;338.186746;601.97;;
RUS;1998;334.54355;587.95;;
RUS;1999;345.419128;608.99;;
RUS;2000;369.766117;619.27;;
RUS;2001;381.86;626;;
RUS;2002;418.41165;623.1;;
RUS;2003;444.173756;645.32;;
RUS;2004;447.34649;647.39;;
RUS;2005;440.55596;651.71;;
RUS;2006;422.186765;670.67;;
RUS;2007;424.067995;672.59;;
RUS;2008;0;688.46;;
RUS;2009;519.3469;647;;
RUS;2010;560.08224;688.4;;
RUS;2011;600.884588;721.87;;
RUS;2012;633.593496;739.92;;
RUS;2013;688.248585;719.85;;
RUS;2014;595.772796;724.52;;
RUS;2015;582.972222;709.73;;
SAU;1990;44.979;58;;
SAU;1991;53.570368;67.52;;
SAU;1992;59.982321;76.93;;
SAU;1993;61.244634;79.86;;
SAU;1994;63.114933;84.03;;
SAU;1995;63.416304;84.51;;
SAU;1996;68.25207;90.46;;
SAU;1997;62.357354;86.26;;
SAU;1998;74.00365;91.93;;
SAU;1999;75.452258;93.59;;
SAU;2000;77.3094;97.86;;
SAU;2001;79.626715;100.45;;
SAU;2002;89.789875;111.25;;
SAU;2003;92.566311;112.57;;
SAU;2004;98.28392;119.8;;
SAU;2005;100.429725;122.55;;
SAU;2006;110.4054;135.8;;
SAU;2007;109.421536;140.32;;
SAU;2008;121.381116;156.54;;
SAU;2009;0;166.64;;
SAU;2010;132.050331;185.49;;
SAU;2011;125.28739;176.71;;
SAU;2012;134.98026;199.38;;
SAU;2013;127.44576;191.36;;
SAU;2014;134.139432;213.36;;
SAU;2015;130.398058;221.69;;
SGP;1990;6.903011;11.53;;
SGP;1991;8.032822;13.07;;
SGP;1992;8.456066;14.83;;
SGP;1993;9.182718;18.18;;
SGP;1994;11.250437;22.09;;
SGP;1995;8.740745;18.85;;
SGP;1996;8.926246;19.67;;
SGP;1997;9.827841;22.09;;
SGP;1998;8.520924;19.96;;
SGP;1999;8.175632;18.16;;
SGP;2000;9.247251;18.67;;
SGP;2001;9.620951;21.29;;
SGP;2002;9.661656;21.16;;
SGP;2003;12.608382;25.58;;
SGP;2004;14.992622;30.71;;
SGP;2005;10.306146;21.57;;
SGP;2006;11.211963;23.17;;
SGP;2007;10.399516;21.46;;
SGP;2008;11.5855;24.65;;
SGP;2009;10.055016;21.24;;
SGP;2010;0;25.42;;
SGP;2011;0.165564;26.28;;
SGP;2012;0.159278;25.69;;
SGP;2013;0.129744;25.44;;
SGP;2014;0.140778;26.07;;
SGP;2015;0.133172;25.61;;
SVN;1990;0.030263;5.71;;
SVN;1991;0.03058;5.56;;
SVN;1992;0.028896;5.16;;
SVN;1993;0.022722;5.41;;
SVN;1994;0.019705;5.63;;
SVN;1995;0.02428;6.07;;
SVN;1996;0.020856;6.32;;
SVN;1997;0.028251;6.57;;
SVN;1998;0.02709;6.45;;
SVN;1999;0.028935;6.43;;
SVN;2000;0.028845;6.41;;
SVN;2001;0.035048;6.74;;
SVN;2002;0.032101;6.83;;
SVN;2003;0.03455;6.91;;
SVN;2004;0.033511;7.13;;
SVN;2005;0.052488;7.29;;
SVN;2006;0.05856;7.32;;
SVN;2007;0.052043;7.33;;
SVN;2008;0.060528;7.76;;
SVN;2009;0.055692;7.14;;
SVN;2010;0.057174;7.33;;
SVN;2011;0;7.33;;
SVN;2012;3.215168;7.04;;
SVN;2013;3.044825;6.85;;
SVN;2014;2.884105;6.65;;
SVN;2015;2.798163;6.57;;
ZAF;1990;37.775688;90.96;;
ZAF;1991;37.441116;94.98;;
ZAF;1992;34.124868;88.59;;
ZAF;1993;35.640476;94.94;;
ZAF;1994;36.51924;98.17;;
ZAF;1995;36.974134;103.54;;
ZAF;1996;37.298025;105.81;;
ZAF;1997;38.240973;108.67;;
ZAF;1998;37.30018;107.96;;
ZAF;1999;37.650996;109.26;;
ZAF;2000;36.517496;109.04;;
ZAF;2001;37.12165;112.15;;
ZAF;2002;35.464;110;;
ZAF;2003;36.771138;117.63;;
ZAF;2004;38.850075;128.43;;
ZAF;2005;35.955692;128.23;;
ZAF;2006;35.02023;127.3;;
ZAF;2007;37.174464;136.32;;
ZAF;2008;38.878364;147.49;;
ZAF;2009;38.346462;144.54;;
ZAF;2010;35.903624;141.52;;
ZAF;2011;35.568267;142.33;;
ZAF;2012;0;138.76;;
ZAF;2013;64.713672;138.96;;
ZAF;2014;65.792121;145.59;;
ZAF;2015;62.91929;142.03;;
SDN;1990;4.349796;10.63;;
SDN;1991;4.512433;10.61;;
SDN;1992;4.17746;10.6;;
SDN;1993;3.96447;10.3;;
SDN;1994;4.527435;11.93;;
SDN;1995;4.712932;11.98;;
SDN;1996;4.636833;12.27;;
SDN;1997;4.77147;12.54;;
SDN;1998;4.880532;12.68;;
SDN;1999;5.25888;14.08;;
SDN;2000;4.979271;13.31;;
SDN;2001;4.947306;13.94;;
SDN;2002;5.257675;15.13;;
SDN;2003;5.077892;14.71;;
SDN;2004;5.15382;14.7;;
SDN;2005;5.36284;14.98;;
SDN;2006;5.478645;16.09;;
SDN;2007;5.036772;15.56;;
SDN;2008;5.400696;15.81;;
SDN;2009;5.59824;16.35;;
SDN;2010;5.701452;16.71;;
SDN;2011;5.601092;16.66;;
SDN;2012;4.781448;14.32;;
SDN;2013;0;14.53;;
SDN;2014;0.160286;14.98;;
SDN;2015;0.169236;15.67;;
TWN;1990;0.6303;47.75;;
TWN;1991;0.660224;51.58;;
TWN;1992;0.515808;53.73;;
TWN;1993;0.50644;57.55;;
TWN;1994;0.561162;60.34;;
TWN;1995;0.489104;63.52;;
TWN;1996;0.481248;66.84;;
TWN;1997;0.338784;70.58;;
TWN;1998;0.28652;75.4;;
TWN;1999;0.337765;78.55;;
TWN;2000;0.492072;84.84;;
TWN;2001;0.658082;88.93;;
TWN;2002;0.60567;93.18;;
TWN;2003;1.099188;96.42;;
TWN;2004;1.21392;101.16;;
TWN;2005;1.167018;102.37;;
TWN;2006;0.542984;104.42;;
TWN;2007;0.682496;110.08;;
TWN;2008;0.749689;105.59;;
TWN;2009;0.77055;102.74;;
TWN;2010;0.824656;111.44;;
TWN;2011;0.886059;109.39;;
TWN;2012;0.777669;106.53;;
TWN;2013;0.800902;108.23;;
TWN;2014;0;110.23;;
TWN;2015;1.338486;108.82;;
TZA;1990;0.061299;9.73;;
TZA;1991;0.035748;9.93;;
TZA;1992;0.02515;10.06;;
TZA;1993;0.021693;10.33;;
TZA;1994;0.023144;10.52;;
TZA;1995;0.025346;11.02;;
TZA;1996;0.02232;11.16;;
TZA;1997;0.031556;11.27;;
TZA;1998;0.0444;12;;
TZA;1999;0.0408;12.75;;
TZA;2000;0.039034;13.46;;
TZA;2001;0.039816;14.22;;
TZA;2002;0.041832;14.94;;
TZA;2003;0.045037;15.53;;
TZA;2004;0.342576;16.47;;
TZA;2005;0.3879;17.24;;
TZA;2006;0.373274;17.86;;
TZA;2007;0.22755;18.5;;
TZA;2008;0.183552;19.12;;
TZA;2009;0.23592;19.66;;
TZA;2010;0.167346;20.66;;
TZA;2011;0.200928;21.84;;
TZA;2012;0.213256;23.18;;
TZA;2013;0.14412;24.02;;
TZA;2014;0.139048;24.83;;
TZA;2015;0;25.97;;
THA;1990;1.32111;41.94;;
THA;1991;1.516815;45.55;;
THA;1992;1.485018;48.53;;
THA;1993;1.572147;51.21;;
THA;1994;1.704262;56.62;;
THA;1995;1.876176;61.92;;
THA;1996;2.139516;69.24;;
THA;1997;2.179377;70.53;;
THA;1998;2.102934;66.13;;
THA;1999;2.31568;70.6;;
THA;2000;2.407257;72.29;;
THA;2001;2.469748;74.39;;
THA;2002;2.92023;82.26;;
THA;2003;3.172316;89.11;;
THA;2004;3.68829;96.3;;
THA;2005;3.950499;99.01;;
THA;2006;3.705232;100.96;;
THA;2007;3.830372;105.23;;
THA;2008;5.09151;108.1;;
THA;2009;5.35269;107.7;;
THA;2010;5.880216;117.84;;
THA;2011;5.83792;117.7;;
THA;2012;1.893;126.2;;
THA;2013;2.361528;135.72;;
THA;2014;2.859244;134.87;;
THA;2015;2.826098;135.22;;
UKR;1990;5.998076;252.02;;
UKR;1991;43.90542;252.33;;
UKR;1992;38.110408;219.53;;
UKR;1993;32.02293;194.55;;
UKR;1994;26.556354;165.77;;
UKR;1995;26.40481;163.7;;
UKR;1996;22.64547;149.97;;
UKR;1997;21.1519;143.5;;
UKR;1998;20.51784;135.7;;
UKR;1999;17.976486;135.06;;
UKR;2000;17.860965;133.79;;
UKR;2001;20.70504;134.1;;
UKR;2002;17.73648;135.6;;
UKR;2003;15.953792;144.64;;
UKR;2004;15.33441;143.85;;
UKR;2005;15.673936;142.88;;
UKR;2006;15.217272;137.34;;
UKR;2007;13.770744;139.38;;
UKR;2008;13.019688;134.64;;
UKR;2009;16.055704;114.52;;
UKR;2010;23.413624;132.43;;
UKR;2011;21.956425;126.55;;
UKR;2012;21.451501;122.51;;
UKR;2013;22.275652;116.14;;
UKR;2014;19.66206;105.71;;
UKR;2015;17.162145;90.09;;
ARE;1990;3.802204;20.42;;
ARE;1991;0;23.49;;
ARE;1992;0.418132;22.36;;
ARE;1993;0.42318;23.51;;
ARE;1994;0.42201;26.05;;
ARE;1995;0.45672;27.68;;
ARE;1996;0.447219;29.23;;
ARE;1997;0.44776;30.88;;
ARE;1998;0.448436;31.58;;
ARE;1999;0.461032;32.24;;
ARE;2000;0.453888;31.52;;
ARE;2001;0.59094;40.2;;
ARE;2002;0.586236;39.88;;
ARE;2003;0.600219;39.23;;
